state_code,labels,first_funding_at,age_first_funding_year,age_last_funding_year,relationships,funding_rounds,funding_total_usd,milestones,is_CA,is_NY,is_MA,is_TX,is_otherstate,category_code,is_software,is_web,is_mobile,is_enterprise,is_advertising,is_gamesvideo,is_ecommerce,is_biotech,is_consulting,is_othercategory,object_id,has_VC,has_angel,has_roundA,has_roundB,has_roundC,has_roundD,avg_participants,is_top500
2,0,341,0.7123,2.2849,5,2,5200000,2,1,0,0,0,0,23,0,0,0,0,0,0,0,0,0,1,830,1,0,1,0,0,0,1.0,1
25,1,492,3.6329,3.6329,4,1,75000000,4,0,0,0,0,1,6,0,0,0,0,0,0,1,0,0,0,862,1,0,0,0,0,0,1.0,0
12,0,46,0.411,3.9699,13,4,24500000,4,0,0,1,0,0,30,1,0,0,0,0,0,0,0,0,0,844,0,0,1,1,1,0,2.5,1
2,0,144,4.9068,8.1014,3,3,4476171,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,174,1,0,1,0,0,0,2.0,1
28,1,227,0.5014,2.4219,21,3,10400001,3,0,0,0,1,0,34,0,1,0,0,0,0,0,0,0,0,28,0,0,1,1,0,0,6.0,1
3,1,277,4.1836,7.1342,8,3,68400000,1,0,0,0,0,1,20,0,0,0,0,0,0,0,0,0,1,220,1,0,0,0,1,1,6.5,1
2,1,192,2.9288,4.6329,13,2,15200000,0,1,0,0,0,0,30,1,0,0,0,0,0,0,0,0,0,443,0,0,1,1,0,0,2.0,1
22,0,488,0.6192,1.5863,2,2,890000,0,0,1,0,0,0,18,0,0,1,0,0,0,0,0,0,0,175,0,1,0,0,0,0,3.0,1
2,0,438,10.5315,10.5315,0,1,2600000,0,1,0,0,0,0,18,0,0,1,0,0,0,0,0,0,0,850,1,0,0,0,0,0,1.0,1
9,1,124,3.8685,3.8685,7,1,1226270,2,0,0,0,0,1,8,0,0,0,1,0,0,0,0,0,0,703,0,1,0,0,0,0,1.0,1
2,1,546,6.737,8.2877,5,2,9000000,1,1,0,0,0,0,34,0,1,0,0,0,0,0,0,0,0,36,0,0,1,1,0,0,1.0,0
2,1,502,4.6521,8.1288,4,4,7210210,1,1,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,333,1,0,1,1,0,0,1.0,0
2,1,550,0.7397,1.1425,15,2,15700000,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,111,0,0,1,0,0,0,3.0,1
12,1,560,5.6849,6.3151,4,2,15050000,1,0,0,1,0,0,30,1,0,0,0,0,0,0,0,0,0,618,1,0,0,0,1,0,2.5,1
2,1,324,0.7479,2.7507,5,2,3500000,2,1,0,0,0,0,11,0,0,0,0,0,1,0,0,0,0,555,0,0,1,1,0,0,3.0,1
2,0,397,6.4767,7.3507,2,2,43000000,1,1,0,0,0,0,30,1,0,0,0,0,0,0,0,0,0,229,0,0,0,0,1,1,1.0,1
2,1,239,1.1616,3.0384,7,2,57000000,2,1,0,0,0,0,34,0,1,0,0,0,0,0,0,0,0,94,0,0,1,1,0,0,3.5,1
2,1,451,0.8932,0.8932,8,1,1300000,4,1,0,0,0,0,34,0,1,0,0,0,0,0,0,0,0,66,0,1,0,0,0,0,4.0,1
2,1,425,1.4986,4.4247,15,4,69750000,4,1,0,0,0,0,11,0,0,0,0,0,1,0,0,0,0,543,0,0,1,1,1,1,5.0,1
12,1,4,3.0,5.0027,16,2,14500000,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,366,0,1,0,1,0,0,2.0,1
2,0,50,4.0849,5.5836,2,2,48000000,0,1,0,0,0,0,12,0,0,0,0,0,0,0,0,0,1,141,0,0,0,0,1,1,6.0,1
25,0,167,3.5041,5.4438,3,2,3508462,0,0,0,0,0,1,16,0,0,0,0,0,0,0,0,0,1,497,1,0,1,0,0,0,3.0,1
2,1,417,3.4301,5.5589,10,3,19500000,1,1,0,0,0,0,30,1,0,0,0,0,0,0,0,0,0,537,0,0,1,1,0,0,3.3333,1
9,0,477,0.0,0.0,1,1,45000000,0,0,0,0,0,1,34,0,1,0,0,0,0,0,0,0,0,706,0,0,0,0,0,0,2.0,0
18,0,40,0.8164,5.5616,8,4,32500000,3,0,0,0,0,1,8,0,0,0,1,0,0,0,0,0,0,808,0,0,1,1,1,1,2.75,1
25,1,2,1.8384,8.3397,4,2,4900000,5,0,0,0,0,1,8,0,0,0,1,0,0,0,0,0,0,870,0,1,0,1,0,0,1.5,1
2,0,303,2.2986,3.2110000000000003,4,2,12000000,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,147,0,0,0,1,1,0,2.0,1
2,1,198,0.0329,2.2055,12,3,7175000,6,1,0,0,0,0,34,0,1,0,0,0,0,0,0,0,0,289,0,1,1,1,0,0,2.6667,1
2,0,199,1.1699,1.4986,3,2,4700000,4,1,0,0,0,0,34,0,1,0,0,0,0,0,0,0,0,696,0,1,1,0,0,0,1.5,1
2,0,8,0.0,0.0,3,1,120000,0,1,0,0,0,0,24,0,0,0,0,0,0,0,0,0,1,888,0,1,0,0,0,0,2.0,0
2,1,423,5.1041,8.6411,10,3,10000000,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,428,1,0,0,1,0,0,1.6667,0
28,0,381,4.9562,10.3151,0,4,39000000,0,0,0,0,1,0,28,0,0,0,0,0,0,0,0,0,1,496,1,0,1,0,0,0,3.0,0
12,1,267,2.2411,4.0301,3,2,16100000,0,0,0,1,0,0,30,1,0,0,0,0,0,0,0,0,0,584,0,0,0,1,1,0,2.5,1
2,1,284,1.2466,2.0849,4,2,3300000,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,233,0,1,1,0,0,0,2.0,1
7,0,119,2.4493,2.4493,0,2,1000000,0,0,0,0,0,1,30,1,0,0,0,0,0,0,0,0,0,75,1,1,0,0,0,0,2.0,0
22,0,311,11.3342,11.3342,3,1,7410000,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,594,1,0,0,0,0,0,3.0,1
2,1,138,6.8932,10.4082,5,3,52800000,0,1,0,0,0,0,28,0,0,0,0,0,0,0,0,0,1,510,1,0,0,0,1,0,5.3333,1
2,0,519,4.6685,9.1178,33,3,37000000,4,1,0,0,0,0,30,1,0,0,0,0,0,0,0,0,0,455,0,0,1,1,1,0,1.3333,1
2,1,30,1.137,3.737,14,3,14229998,3,1,0,0,0,0,34,0,1,0,0,0,0,0,0,0,0,6,0,0,1,1,0,0,3.0,1
2,1,543,0.7205,2.4356,7,2,3000000,2,1,0,0,0,0,17,0,0,0,0,0,0,0,0,0,1,463,0,0,1,1,0,0,2.5,1
22,1,22,4.0384,4.0384,10,1,20000000,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,286,0,0,1,0,0,0,1.0,0
26,1,476,0.7479,2.0959,6,2,2000000,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,424,0,1,0,0,0,0,1.5,1
5,1,87,3.8192,6.0932,3,2,19900000,2,0,0,0,0,1,30,1,0,0,0,0,0,0,0,0,0,355,1,0,0,1,0,0,2.0,1
2,0,165,1.2493,1.2493,6,1,1500000,1,1,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,384,0,0,0,0,0,0,1.0,0
2,0,429,0.0,0.0,4,1,325000,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,824,0,1,0,0,0,0,4.0,0
2,0,215,0.463,0.463,16,1,3500000,2,1,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,790,0,0,1,0,0,0,5.0,1
31,0,6,2.0027,4.3863,7,4,30000000,2,0,0,0,0,1,20,0,0,0,0,0,0,0,0,0,1,45,0,1,1,1,0,0,2.0,1
2,1,266,4.2384,4.2384,1,1,50000000,0,1,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,436,0,0,0,0,0,1,6.0,1
22,1,395,1.4712,1.4712,5,1,2000000,2,0,1,0,0,0,6,0,0,0,0,0,0,1,0,0,0,342,0,0,1,0,0,0,3.0,1
2,1,111,1.5041,5.8356,25,6,72000000,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,246,1,0,1,1,1,1,2.3333,1
2,1,562,1.6849,5.8493,4,3,27690547,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,377,0,0,0,1,1,1,4.5,1
28,0,365,2.189,2.189,32,1,9000000,0,0,0,0,1,0,28,0,0,0,0,0,0,0,0,0,1,646,0,0,0,1,0,0,4.0,1
2,1,113,0.4192,1.4658,12,2,7500000,3,1,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,244,0,0,1,0,0,0,3.5,1
28,1,528,0.6932,1.4986,9,2,10000000,1,0,0,0,1,0,30,1,0,0,0,0,0,0,0,0,0,284,0,0,1,0,0,0,2.0,1
2,1,378,1.4411,6.6795,7,4,5965000,1,1,0,0,0,0,30,1,0,0,0,0,0,0,0,0,0,339,1,0,1,0,0,0,1.0,0
2,1,6,-0.2466,-0.2466,9,1,4000000,4,1,0,0,0,0,18,0,0,1,0,0,0,0,0,0,0,807,0,0,1,0,0,0,1.0,0
15,0,220,5.1397,5.1397,2,1,5000000,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,206,1,0,0,0,0,0,1.0,0
2,1,197,1.0877,1.0877,15,1,11500000,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,647,0,0,1,0,0,0,2.0,1
9,0,23,1.0356,2.1479,2,2,1050000,1,0,0,0,0,1,34,0,1,0,0,0,0,0,0,0,0,550,1,0,0,0,0,0,1.0,0
22,1,241,1.1644,1.3507,13,2,5500000,2,0,1,0,0,0,34,0,1,0,0,0,0,0,0,0,0,410,0,0,1,0,0,0,2.0,1
25,1,165,0.8301,2.8329,17,3,5000000,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,243,0,1,1,0,0,0,1.6667,1
2,0,173,-1.0521,0.6247,11,2,3700000,3,1,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,413,1,0,0,0,0,0,3.0,0
2,0,254,1.2137,3.0082,4,2,7000000,0,1,0,0,0,0,30,1,0,0,0,0,0,0,0,0,0,212,0,0,1,0,0,0,2.0,0
12,0,283,1.2466,2.1616,14,2,32000000,4,0,0,1,0,0,20,0,0,0,0,0,0,0,0,0,1,857,0,0,1,1,0,0,3.5,1
12,1,538,0.7123,4.2301,8,3,7900000,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,757,0,0,1,0,0,0,2.0,0
2,1,164,0.6685,6.2795,16,5,80000000,3,1,0,0,0,0,20,0,0,0,0,0,0,0,0,0,1,203,0,1,1,1,1,1,2.25,1
28,0,89,4.8247,4.8247,1,1,5000000,1,0,0,0,1,0,18,0,0,1,0,0,0,0,0,0,0,538,1,0,0,0,0,0,1.0,1
31,1,7,1.0,3.1863,5,2,2100000,3,0,0,0,0,1,27,0,0,0,0,0,0,0,0,0,1,74,0,1,1,0,0,0,1.5,1
13,1,210,0.2055,4.3973,6,4,22250000,1,0,0,0,0,1,8,0,0,0,1,0,0,0,0,0,0,769,0,0,1,1,1,1,2.5,1
24,1,534,0.5397,1.5014,6,2,1975000,2,0,0,0,0,1,8,0,0,0,1,0,0,0,0,0,0,22,1,1,0,0,0,0,3.0,0
22,1,8,0.0,0.0,0,1,1000000,2,0,1,0,0,0,34,0,1,0,0,0,0,0,0,0,0,349,0,1,0,0,0,0,1.0,1
25,0,359,2.3452,2.3452,0,1,35000000,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,1,639,0,0,0,0,1,0,1.0,0
22,1,60,0.0822,4.3260000000000005,12,7,88651133,5,0,1,0,0,0,18,0,0,1,0,0,0,0,0,0,0,598,1,1,1,1,1,1,3.1667,1
12,1,513,5.5945,5.5945,3,1,26000000,0,0,0,1,0,0,28,0,0,0,0,0,0,0,0,0,1,420,1,0,0,0,0,0,2.0,1
2,0,11,0.6712,0.6712,3,1,100000,2,1,0,0,0,0,11,0,0,0,0,0,1,0,0,0,0,855,0,1,0,0,0,0,1.0,0
3,1,370,1.0,1.0,6,1,5000000,3,0,0,0,0,1,18,0,0,1,0,0,0,0,0,0,0,275,0,0,1,0,0,0,1.0,1
7,0,98,6.8356,8.3096,5,2,7300000,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0,328,1,0,1,0,0,0,3.0,1
2,1,5,2.0027,6.2274,8,3,64080000,2,1,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,276,0,0,1,1,1,0,4.0,1
26,1,151,1.3425,1.726,8,2,5800000,2,0,0,0,0,1,8,0,0,0,1,0,0,0,0,0,0,794,0,1,1,0,0,0,4.0,1
2,0,8,4.0027,5.7534,6,4,89500000,2,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,311,0,0,0,1,1,0,1.0,1
2,1,427,0.5808,5.2521,11,4,23350000,2,1,0,0,0,0,11,0,0,0,0,0,1,0,0,0,0,516,0,1,1,1,0,0,3.0,1
12,1,422,3.6877,5.9644,7,2,13500000,0,0,0,1,0,0,30,1,0,0,0,0,0,0,0,0,0,817,1,0,0,0,1,0,2.5,1
12,1,363,7.3534,8.126,13,2,24500000,2,0,0,1,0,0,27,0,0,0,0,0,0,0,0,0,1,149,0,0,0,0,0,0,5.5,1
2,0,515,3.6027,3.6027,2,1,10000000,1,1,0,0,0,0,24,0,0,0,0,0,0,0,0,0,1,693,0,0,0,0,1,0,4.0,1
29,0,54,-1.9863,-1.9863,3,1,8500000,0,0,0,0,0,1,22,0,0,0,0,0,0,0,0,0,1,694,1,0,0,0,0,0,1.0,0
28,0,348,16.4192,16.4192,0,1,6000000,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,1,324,0,0,0,1,0,0,3.0,0
2,1,114,1.337,1.337,3,1,2000000,1,1,0,0,0,0,30,1,0,0,0,0,0,0,0,0,0,551,0,0,1,0,0,0,2.0,1
28,1,438,1.1123,1.937,3,2,4100000,2,0,0,0,1,0,8,0,0,0,1,0,0,0,0,0,0,823,0,0,1,0,0,0,1.5,1
2,1,5,0.3699,0.3699,5,1,6200000,4,1,0,0,0,0,26,0,0,0,0,0,0,0,0,0,1,263,0,0,1,0,0,0,2.0,1
2,1,199,4.0877,5.5753,8,2,12250000,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,426,0,0,0,1,1,0,2.5,1
2,1,557,3.3945,5.0712,3,2,11725600,2,1,0,0,0,0,18,0,0,1,0,0,0,0,0,0,0,306,0,0,1,1,0,0,2.0,1
12,0,308,4.3151,5.8301,1,2,16000000,0,0,0,1,0,0,30,1,0,0,0,0,0,0,0,0,0,620,0,0,1,1,0,0,3.0,1
31,1,51,2.4767,4.3836,10,3,5056559,2,0,0,0,0,1,18,0,0,1,0,0,0,0,0,0,0,504,1,0,1,0,0,0,1.6667,1
2,1,369,0.4137,0.4137,9,1,100000,3,1,0,0,0,0,34,0,1,0,0,0,0,0,0,0,0,430,0,1,0,0,0,0,1.0,1
2,1,4,2.3342,6.9671,11,3,68200000,3,1,0,0,0,0,12,0,0,0,0,0,0,0,0,0,1,541,1,1,0,0,0,0,4.0,1
2,1,197,4.0877,9.3068,5,3,33000000,1,1,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,190,1,0,0,1,0,1,3.6667,1
22,1,459,1.4082,1.9068,5,2,2212000,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,779,0,1,1,0,0,0,3.0,1
2,1,141,5.9014,7.2904,1,4,19800000,0,1,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,494,1,0,0,0,0,1,5.0,1
2,0,168,0.8301,1.0986,6,2,4500000,2,1,0,0,0,0,34,0,1,0,0,0,0,0,0,0,0,637,0,1,1,0,0,0,3.0,1
12,1,8,4.0027,4.0055,2,2,14000000,1,0,0,1,0,0,30,1,0,0,0,0,0,0,0,0,0,208,1,0,0,1,0,0,1.5,1
6,0,169,0.0548,0.0548,4,1,100000,2,0,0,0,0,1,29,0,0,0,0,0,0,0,0,0,1,97,0,1,0,0,0,0,1.0,0
2,1,330,2.3562,3.4274,4,2,9900000,2,1,0,0,0,0,30,1,0,0,0,0,0,0,0,0,0,787,0,0,1,1,0,0,2.0,1
2,1,8,0.0,5.063,10,3,7600000,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,476,0,0,1,1,0,0,5.0,1
2,0,428,0.0,0.0,2,1,50000,1,1,0,0,0,0,11,0,0,0,0,0,1,0,0,0,0,194,0,1,0,0,0,0,2.0,0
2,0,7,-0.0849,-0.0849,3,1,650000,0,1,0,0,0,0,24,0,0,0,0,0,0,0,0,0,1,73,0,1,0,0,0,0,1.0,0
2,0,166,0.9178,2.7288,8,3,10500000,3,1,0,0,0,0,18,0,0,1,0,0,0,0,0,0,0,19,1,0,1,1,0,0,2.0,1
2,1,396,0.4712,0.4712,12,1,500000,2,1,0,0,0,0,34,0,1,0,0,0,0,0,0,0,0,792,0,1,0,0,0,0,1.0,0
2,1,193,1.9342,4.0438,2,2,24300000,3,1,0,0,0,0,34,0,1,0,0,0,0,0,0,0,0,7,0,0,0,1,1,0,2.5,1
2,0,403,7.4904,7.874,6,2,18000000,1,1,0,0,0,0,12,0,0,0,0,0,0,0,0,0,1,462,1,0,0,1,0,0,4.0,1
2,1,186,0.6548,3.5452,27,3,26000000,5,1,0,0,0,0,17,0,0,0,0,0,0,0,0,0,1,589,0,0,1,1,1,0,3.6667,1
2,0,284,2.2466,5.0356,2,2,9500000,0,1,0,0,0,0,12,0,0,0,0,0,0,0,0,0,1,140,1,0,0,1,0,0,3.0,1
13,1,307,7.3151,7.3151,6,1,16980999,1,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0,269,0,0,0,1,0,0,1.0,1
2,0,5,1.0027,1.0027,2,1,5000000,2,1,0,0,0,0,11,0,0,0,0,0,1,0,0,0,0,388,0,0,1,0,0,0,3.0,0
31,0,166,1.6712,1.6712,3,1,350000,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,1,266,1,0,0,0,0,0,1.0,0
12,0,268,1.2384,4.9726,1,5,13130000,1,0,0,1,0,0,34,0,1,0,0,0,0,0,0,0,0,851,1,0,1,0,0,0,2.0,1
31,0,90,2.8247,2.8247,1,1,20000000,2,0,0,0,0,1,30,1,0,0,0,0,0,0,0,0,0,748,0,0,1,0,0,0,1.0,0
12,1,164,0.5014,3.2959,18,3,26500000,4,0,0,1,0,0,18,0,0,1,0,0,0,0,0,0,0,672,1,0,1,1,0,0,2.0,1
12,1,530,3.6986,4.1041,4,2,15000000,0,0,0,1,0,0,8,0,0,0,1,0,0,0,0,0,0,255,0,0,0,1,0,0,5.0,1
13,0,304,4.3041,4.3041,0,1,2600000,0,0,0,0,0,1,24,0,0,0,0,0,0,0,0,0,1,651,0,0,1,0,0,0,1.0,0
2,0,345,2.3973,6.0329,1,4,21470000,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,437,0,0,1,1,0,0,3.5,1
28,0,327,0.0,0.0,5,1,20000,2,0,0,0,1,0,18,0,0,1,0,0,0,0,0,0,0,680,0,1,0,0,0,0,1.0,0
2,0,164,1.9151,2.5808,10,2,3600000,3,1,0,0,0,0,34,0,1,0,0,0,0,0,0,0,0,62,0,1,1,0,0,0,1.0,0
22,1,239,0.8329,7.2521,23,7,27300000,4,0,1,0,0,0,11,0,0,0,0,0,1,0,0,0,0,323,0,1,1,1,1,1,2.0,1
2,1,495,0.5863,0.5863,8,1,2600000,1,1,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,181,0,0,1,0,0,0,2.0,0
2,0,83,0.8027,0.8027,5,1,5000000,2,1,0,0,0,0,34,0,1,0,0,0,0,0,0,0,0,740,0,0,1,0,0,0,1.0,1
2,1,94,4.7589,6.2247,2,2,17000000,2,1,0,0,0,0,18,0,0,1,0,0,0,0,0,0,0,40,0,0,1,1,0,0,3.5,1
14,0,335,4.3699,4.3699,0,1,662000,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,1,138,0,0,1,0,0,0,3.0,0
22,1,10,0.0,1.0247,12,2,3750000,2,0,1,0,0,0,14,0,0,0,0,0,0,0,0,0,1,729,0,1,1,0,0,0,4.0,1
2,1,60,0.9726,6.7534,57,4,45000000,8,1,0,0,0,0,21,0,0,0,0,0,0,0,0,0,1,542,0,0,1,1,1,1,4.6667,1
2,1,273,0.1753,3.8795,12,3,20750000,2,1,0,0,0,0,12,0,0,0,0,0,0,0,0,0,1,309,1,0,1,1,0,0,2.3333,1
2,1,240,1.1616,7.5041,5,4,19000000,0,1,0,0,0,0,11,0,0,0,0,0,1,0,0,0,0,612,0,0,1,1,1,0,2.0,1
2,1,323,-0.4192,0.6658,20,3,22500000,0,1,0,0,0,0,26,0,0,0,0,0,0,0,0,0,1,411,1,0,1,0,0,0,4.0,1
2,1,110,0.5041,3.0986,10,3,7300000,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,391,0,1,1,1,0,0,2.0,1
31,0,163,0.7479,7.8247,16,7,26390819,3,0,0,0,0,1,34,0,1,0,0,0,0,0,0,0,0,771,1,0,1,1,0,0,1.3333,1
31,1,312,4.4959,4.4959,4,1,10000000,0,0,0,0,0,1,30,1,0,0,0,0,0,0,0,0,0,881,0,0,0,0,1,0,3.0,1
22,0,80,0.0849,0.0849,1,1,31000,1,0,1,0,0,0,34,0,1,0,0,0,0,0,0,0,0,773,0,1,0,0,0,0,2.0,0
2,1,427,1.7479,2.7288,16,3,21500000,4,1,0,0,0,0,18,0,0,1,0,0,0,0,0,0,0,338,0,0,1,1,0,0,3.3333,1
3,1,158,4.8521,4.8521,5,1,4000000,1,0,0,0,0,1,27,0,0,0,0,0,0,0,0,0,1,54,0,0,0,0,0,0,5.0,1
2,1,7,0.5041,3.7068,5,3,9400000,4,1,0,0,0,0,11,0,0,0,0,0,1,0,0,0,0,872,1,0,1,1,0,0,4.0,1
22,1,324,0.0411,2.1288,9,3,5600000,4,0,1,0,0,0,34,0,1,0,0,0,0,0,0,0,0,195,0,0,1,1,0,0,2.0,1
2,1,475,2.0027,3.0466,9,2,6000000,2,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,741,0,0,1,1,0,0,2.5,1
7,1,180,2.137,10.1288,35,4,60704370,3,0,0,0,0,1,32,0,0,0,0,0,0,0,0,0,1,320,1,0,0,1,0,1,2.0,1
2,1,10,0.7534,3.0712,16,3,2000000,2,1,0,0,0,0,31,0,0,0,0,0,0,0,0,0,1,579,0,1,0,0,0,0,3.6667,1
2,1,293,0.4548,0.7041,5,2,1000000,3,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,277,1,0,1,0,0,0,5.5,1
25,0,166,1.126,1.4055,3,2,200000,2,0,0,0,0,1,11,0,0,0,0,0,1,0,0,0,0,268,0,1,1,0,0,0,2.0,1
2,0,122,1.8658,1.8658,2,1,2300000,2,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,78,0,0,1,0,0,0,2.0,1
2,0,255,2.2164,2.2164,5,1,1000000,4,1,0,0,0,0,18,0,0,1,0,0,0,0,0,0,0,442,0,0,1,0,0,0,1.0,1
2,1,518,0.8356,5.7534,13,5,24750000,3,1,0,0,0,0,19,0,0,0,0,0,0,0,0,0,1,809,1,1,1,1,0,0,2.4,1
9,0,188,2.5534,6.3945,15,2,12800000,1,0,0,0,0,1,30,1,0,0,0,0,0,0,0,0,0,87,0,0,1,1,0,0,2.0,1
2,1,265,4.2384,6.5753,10,2,30500000,1,1,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,327,0,0,0,0,0,1,4.5,1
2,0,454,5.5671,8.5342,3,3,36300000,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,739,1,0,0,0,1,0,1.5,1
2,1,271,2.1726,3.0849,7,3,6693782,3,1,0,0,0,0,25,0,0,0,0,0,0,0,0,0,1,580,1,0,0,0,0,0,1.6667,1
2,0,415,11.4329,11.4329,1,1,20000000,0,1,0,0,0,0,12,0,0,0,0,0,0,0,0,0,1,562,0,0,0,0,1,0,5.0,1
2,1,398,3.4767,3.4767,8,1,11370000,3,1,0,0,0,0,20,0,0,0,0,0,0,0,0,0,1,704,0,0,1,0,0,0,2.0,1
2,1,7,0.5863,2.6384,13,3,16500000,4,1,0,0,0,0,34,0,1,0,0,0,0,0,0,0,0,873,0,0,1,1,1,0,1.3333,1
2,0,522,0.0,0.0,3,1,250000,1,1,0,0,0,0,20,0,0,0,0,0,0,0,0,0,1,122,0,1,0,0,0,0,3.0,0
22,1,199,0.5041,3.3562,9,5,14400000,5,0,1,0,0,0,34,0,1,0,0,0,0,0,0,0,0,464,0,1,1,1,0,0,5.8,1
22,1,521,0.0,3.9562,24,5,90000000,3,0,1,0,0,0,8,0,0,0,1,0,0,0,0,0,0,886,1,0,1,1,1,1,3.8,1
2,1,218,1.0164,7.1534,10,4,13075000,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,404,0,0,1,1,0,0,4.0,1
2,1,164,-0.4986,-0.4137,10,2,26000000,4,1,0,0,0,0,11,0,0,0,0,0,1,0,0,0,0,868,0,0,1,0,1,0,2.5,1
12,1,229,3.1616,3.6904,6,2,16300000,2,0,0,1,0,0,8,0,0,0,1,0,0,0,0,0,0,796,0,0,0,1,0,0,2.0,1
28,1,383,4.4521,7.2274,5,2,5992316,1,0,0,0,1,0,8,0,0,0,1,0,0,0,0,0,0,602,1,0,1,0,0,0,2.0,0
2,1,34,3.0575,5.011,2,4,89400001,0,1,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,548,1,0,1,1,0,0,4.3333,1
2,0,225,0.8027,0.8027,4,1,1200000,1,1,0,0,0,0,30,1,0,0,0,0,0,0,0,0,0,249,0,0,1,0,0,0,1.0,0
22,0,279,1.1836,1.3781,7,2,1900000,2,0,1,0,0,0,34,0,1,0,0,0,0,0,0,0,0,586,0,1,1,0,0,0,2.5,1
2,0,360,9.3534,12.4055,9,3,30300000,2,1,0,0,0,0,11,0,0,0,0,0,1,0,0,0,0,319,1,0,0,0,0,1,4.5,1
22,0,509,2.0027,2.0027,4,1,500000,0,0,1,0,0,0,34,0,1,0,0,0,0,0,0,0,0,390,0,1,0,0,0,0,5.0,0
2,1,473,0.0,6.9671,19,5,74000000,2,1,0,0,0,0,20,0,0,0,0,0,0,0,0,0,1,139,0,1,1,1,1,1,1.75,1
28,1,207,7.1205,7.1205,3,1,18800000,0,0,0,0,1,0,28,0,0,0,0,0,0,0,0,0,1,371,0,0,0,0,1,0,7.0,1
15,0,326,0.3288,0.3288,3,1,20000,1,0,0,0,0,1,34,0,1,0,0,0,0,0,0,0,0,365,0,1,0,0,0,0,1.0,0
30,1,242,0.1616,2.1781,3,4,3350000,2,0,0,0,0,1,18,0,0,1,0,0,0,0,0,0,0,450,0,1,1,1,0,0,1.5,0
20,1,57,5.0192,5.0192,1,1,26100000,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0,532,1,0,0,0,0,0,2.0,1
25,0,351,1.411,2.5151,0,2,1213066,0,0,0,0,0,1,8,0,0,0,1,0,0,0,0,0,0,676,1,0,0,0,0,0,1.0,1
2,1,154,0.8438,4.2219,18,3,24030000,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,871,0,0,1,1,0,0,3.6667,1
2,1,284,0.4986,3.4247,14,3,13100000,5,1,0,0,0,0,33,0,0,0,0,0,0,0,0,0,1,832,0,1,0,1,1,0,1.6667,1
22,1,325,0.0822,1.7671,6,3,560001,5,0,1,0,0,0,30,1,0,0,0,0,0,0,0,0,0,745,1,1,0,0,0,0,3.5,1
16,1,159,2.8493,2.8493,7,1,3500000,3,0,0,0,0,1,8,0,0,0,1,0,0,0,0,0,0,439,0,0,1,0,0,0,2.0,1
